text,language,None,Economic,Capacity and Resources,Morality,Fairness and Equality,"Legality, Constitutionality, Jurisdiction",Policy Prescription and Evaluation,Crime and Punishment,Security and Defense,Health and Safety,Quality of Life,Cultural Identity,Public Sentiment,Political,External Regulation and Reputation,Other
Prop. 8,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Democrats Join Fray On Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
would prevent gay marriages from being recognized if they became legal in other states.,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bush's Push for Marriage Falls Short for Conservatives,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"That was all the confirmation the Snellville couple needed. Today, Stroman, 42, and Inniss, 39, will join two other couples and another person on a complaint to be filed in U.S. District Court for the Northern District of Georgia that seeks to overturn the law passed in 2004 outlawing gay marriages.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Though doomed from the start, the amendment was part of a Republican plan to focus in June on conservative causes to rally the party's base as November congressional elections draw near.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
contends that only the governor and Legislature have the ability to change marriage law,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Pastors in Ohio, North Carolina, Florida and other swing states are readying Sunday sermons inveighing against same-sex unions, while activist groups have begun laying plans for social media campaigns, leafleting drives and other get-out-the-vote efforts centered on the same-sex marriage issue.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Narrow Vision On Gay Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Most Likely Route to Same-Sex Marriage: The Courts,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mike Huckabee,gay-marriage defender",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
and public support of marriage equality was in the high 30s or low 40s.'',en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
 All think the decision should be left to the states.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 threat to traditional marriage posed by gay people seeking the right to wed.,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Almost three-quarters of African-Americans said the country is losing its ""moral compass"" by removing prayer in school and fighting the display of the Ten Commandments in public, as did 62.3 percent of respondents overall.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"and individual churches or denominations could decide to bless the committed, loving union of same-sex couples. Or not.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N.J. Legislature Votes to Allow Same-Sex Unions,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"It's just the right thing to do, and we commend those regents  who had the backbone to look at the issue as it really is - an  issue of fairness and of health care.",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Russell wrote that the measure violated the state constitution's single-subject rule because it asked voters to decide on both marriage and civil unions in a single amendment.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Inside, a combined session of the House and Senate met in a constitutional convention.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Marriage Equality in New York,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Although Obama remains opposed to same-sex marriage, the White House position in recent months has been that the president's position is ""evolving.""",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"James, director of education for the Pennsylvania Horticultural Society, and her wife, Karin McGowan, who is director of microbiology for Children's Hospital of Philadelphia and professor of pathology at the University of Pennsylvania, have been together for more than 25 years.",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
" Sen. Katherine A. Klausmeier (D-Baltimore County), who said she had gone back and forth on the bill a few times",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 Maryland's highest court will resolve the question of same-sex marriage,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"President Obama publicly endorsed same-sex marriage during a television interview, taking a definitive stand on one of the most contentious and politically charged social issues of the day.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"But the body failed narrowly to ask for development of a liturgy ""by means of which the church may express"" support of committed relationships outside the sacrament of marriage.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"At roughly the same time the Vermont governor was signing the bill on civil unions, ",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Wednesday, the Senate fell 18 votes short of the two-thirds majority required to pass a constitutional amendment banning gay marriage. The mainstream media joined Sen. Edward Kennedy in calling the entire debate a distraction from the nation's business and a wedge with which to divide Americans.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CITY STAYS OUT OF FIGHT FOR GAY MARRIAGES,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Proposition 8 lawyers continue to try to exclude the evidence related to the campaign, but Chief Judge Vaughn Walker is allowing most of it into evidence.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Same-Sex Marriage and the Rights of Citizenship,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MASSACHUSETTS ATTORNEY GENERAL SEEKS TO HALT MARRIAGES OF OUT-OF-STATE GAYS,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Massachusetts Lawmakers, After Heated Debate, Put Off Vote on Gay Marriage",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The science of polling tells us that the very existence of the cousin is a good thing for advocates of same-sex marriage.
",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A spokesman for Gov. Cuomo slammed the lawsuit as baseless.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thirty-five percent of Americans say they are very interested in how the court will rule on the case involving the Voting Rights Act -- exactly the same percentage who say they are eyeing the cases involving gay marriage.,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Proposition 8 trial sees joust over whether homosexuality is product of choice or nature,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Editorial: Vandalism, coercion are counterproductive to fight for gay marriage",en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"In a second, more technical ruling, the court cleared the way for gay couples to marry in California, but left it to Florida and other states to continue to prohibit same-sex marriage.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pennsylvania state representatives ,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Judge's sexual orientationdoesn't negate his ruling,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
'Goldilocks' faith serves lukewarm mush,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gay rights, green politics key Newsom's hopes",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" mayor of Nyack, N.Y., ",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Justices To Hear Two Challenges On Gay Marriage,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
And then let's see how many candidates for governor in 2006 endorse it.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The protest, one of many gay rights protests held across the country, accused The Post of a ""double standard"" because it prints engagement and wedding announcements for heterosexual couples but not homosexual couples.",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"
Giuliani predicted O'Connor's criticism wouldn't block adoption of the bill, which also is supported by Council Speaker Peter Vallone (D-Queens).",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The court's action on the case -- which makes it possible for same-sex unions to begin June 17 -- was unusually quick. Most appeals trigger a 30-to-60-day delay in the effective date of a ruling.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Conflicting Views On Same-Sex Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
" Obama walked onstage at the Beverly Wilshire Hotel and had to plead with his audience to sit down after a long ovation and chants of ""Four more years!"" Screens on each side of the stage displayed huge ""Obama Pride"" logos.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
(MISS) CALIFORNIA SCREAMIN' - STARS IN AD TO BAN GAY NUPS,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gay Marriage Through a Black-White Prism,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Partners of employees can get the benefit from USF if they don't qualify for any other health insurance and have exhausted COBRA benefits, USF senior vice provost Dwayne Smith said.",en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Del. Jill P. Carter (D-Baltimore) said she continues to support the bill but was withholding her committee vote to gain ""leverage"" on school funding and another largely unrelated issue.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
New York will recognize California's same-sex marriages,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"In February 2005, Bloomberg announced the city would appeal a ruling by Manhattan State Supreme Court Justice Doris Ling-Cohan that determined a state law limiting marriage to unions between opposite-sex couples violated same-sex couples' rights under the state Constitution.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
court decision in Massachusetts,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bay Area rallies planned for DOMA, Prop. 8 decisions",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gays and lesbians being denied access to their sick partners in hospitals.,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
STATE SENATOR WOULD BLOCK SAME-SEX MARRIAGES,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" where same-sex marriage and civil unions are illegal,",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a state should not maintain unnecessary procedural hurdles simply to avoid recognizing certain domestic living arrangements.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GAY REPUBLICANS EXPAND CAMPAIGN BACKING MARRIAGES,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Judge Mary Jacobson of New Jersey Superior Court ruled last month that same-sex couples must be allowed to marry to fulfill the State Constitution's requirement of equal protection. The unequal status of same-sex couples in New Jersey became even more pronounced after federal agencies began providing benefits to legally married same-sex couples.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"As the House prepares to debate legalizing same-sex marriage, gay and lesbian delegates were still talking to their colleagues in the blue-carpeted hallways, chasing them down the marble staircases, making phone calls, even stopping to praywith those who are torn on the issue.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SUNNYSIDE DUO FOR FREE NUPS,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Let no court rend asunder,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Obama Said 'I Don't.' He May Just Mean It.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stop hysteria over gay marriages,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Milwaukee County Executive Chris Abele said he would keep his courthouse open until 9 p.m. so same-sex couples could get married.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"They sat together on the couch of their big old house, a crackling fire in front of them, two dogs snoozing between them, framed pictures of their five children all around.",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"the result of a class action settlement reached this week, ",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gay marriage no longer a key issue for U.S. House GOP,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"In a symbolic and rare action, the governor refused to sign the bill that places the language of the amendment on the Nov. 7 ballot, indicating that he opposes the measure but believes",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
While same-sex marital bliss blossomed on the 10th floor of the Santa Clara County building on West Hedding Street on Tuesday morning,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Remember gay marriage?,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
" The harm to gay couples in delaying their right to marry, he added, ''is real, not abstract or speculative.''",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"A judge on Thursday ruled the state's new gay marriage law is legal, despite a challenge saying voters thought they barred same-sex marriage 15 years ago in the state's Constitution. The Circuit Court judge, Karl Sakamoto, said the 1998 amendment did not force the Legislature to define marriage as between a man and a woman. The same-sex marriage law was signed Wednesday by Gov. Neil Abercrombie. State Representative Bob McDermott brought a challenge centered on language in the amendment that he said trumped lawmakers' wanting to redefine marriage. The amendment reads: ''The legislature shall have the power to reserve marriage to opposite-sex couples.'' His lawyer argued that voters were told that phrasing meant they were voting against gay marriage.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nevertheless, the Republican Party is generally less popular than the Democratic Party among New Jersey voters. Only four in 10 have a favorable opinion of the Republican Party, while just over half have a favorable opinion of the Democratic Party. By three to two, New Jersey voters blame Republicans in Congress rather than President Obama for the recent federal government shutdown.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" law ""may be the biggest failure in civil rights experimentation in the history of New Jersey.""",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reviewing Same-Sex Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
moved Thursday to force a second statewide vote on the marriage question.,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Modest Proposal,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Conservative views becoming the norm,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"'A beautiful victory': Supporters celebrate as Minnesota legalizes gay marriage
",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"McLee said he hoped that avoiding a trial for the Rev. Thomas Ogletree, an 80-year-old retired pastor and a former dean of Yale Divinity School, would foster dialogue and healing. But church conservatives said it would inspire more acts of rebellion that will deepen the divide over LGBT rights and push the church closer to a schism.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Maryland clergyman who led opposition to same-sex marriage called the trolley company's choice to abandon profits on principle ""gutsy"" and predicted that more businesses would quietly follow suit.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gay marriage comes into 'Question',en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Documents Of Weddings In New Paltz Are Rejected,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
opening the prospect of legal skirmishes in the state's highest court.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
THE COMPLETE PICTURE SOMETIMES CAN BE MORE THAN READERS WANT,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The U.S. Supreme Court ruling that ended a ban on federal benefits for gay married couples also should allow domestic partners in Wisconsin to collect Social Security benefits that had been reserved for heterosexual couples, advocates for same-sex couples say.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""I don't expect the picture in the religious community to change very much with this decision,""",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Intolerance May Carry A Price For States,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gay GOP group breaks with Bush on marriage ban,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ministers marry 25 same-sex couples,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BLESSINGS AT A CROSSROADS,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Brad Pitt's mom apparently isn't as friendly toward gay people as her son.,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"? Or will the fight take years, a seesaw contest between steadily increasing social acceptance and tradition-minded",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
So equal rights aren't the ultimate goal.,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The bill specifies that it doesn't create a new class of marriage. But it will allow unrelated adults, regardless of gender, to share ""the same legal obligations, responsibilities, protections, and benefits as are afforded or recognized by the law of Illinois to spouses.""

Among the practical applications will be the same health insurance rights for partners as those now extended to spouses; the right to make medical decisions for an incapacitated partner; and estate and property rights after the death of a partner or dissolution of a relationship.
",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
